Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 07/21  24:00:00,505621220.661132,505621220.661132,4597200.,158309273.450227,224813060.552967 
 06/20  01:00:00,61035577.042117,61035577.0421169,4597200.,7915463.67251137,33399901.5013581 
 06/20  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/20  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/20  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/20  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/20  06:00:00,63699067.1265476,63699067.1265476,4597200.,6713244.11138264,41385398.9087341 
 06/20  07:00:00,132634478.943788,132634478.943788,4597200.,5777719.36105109,41385398.9087341 
 06/20  08:00:00,175014618.559161,175014618.559161,4597200.,5453896.20546521,41385398.9087341 
 06/20  09:00:00,174971034.726587,174971034.726587,4597200.,5370038.36600498,41385398.9087341 
 06/20  10:00:00,144463242.080462,144463242.080462,4597200.,5370038.36600498,41385398.9087341 
 06/20  11:00:00,195050455.97115,195050455.97115,4597200.,5370038.36600498,41385398.9087341 
 06/20  12:00:00,236370127.731759,236370127.731759,4597200.,5370038.36600498,41385398.9087341 
 06/20  13:00:00,158888661.965608,158888661.965608,4597200.,5370038.36600498,41385398.9087341 
 06/20  14:00:00,196014107.519482,196014107.519482,4597200.,5370038.36600498,41385398.9087341 
 06/20  15:00:00,160931226.998109,160931226.998109,4597200.,5370038.36600498,41385398.9087341 
 06/20  16:00:00,166266496.140923,166266496.140923,4597200.,5370038.36600498,41385398.9087341 
 06/20  17:00:00,140322875.607659,140322875.607659,4597200.,5405031.473076,41385398.9087341 
 06/20  18:00:00,178020319.901572,178020319.901572,4597200.,6523459.41668429,33399901.5013581 
 06/20  19:00:00,79653877.0891378,79653877.0891378,4597200.,7587251.21305527,33399901.5013581 
 06/20  20:00:00,189537158.548152,189537158.548152,4597200.,7915463.67251137,33399901.5013581 
 06/20  21:00:00,178977551.409838,178977551.409838,4597200.,7915463.67251137,33399901.5013581 
 06/20  22:00:00,144216463.63039,144216463.63039,4597200.,7915463.67251137,33399901.5013581 
 06/20  23:00:00,146597719.62783,146597719.62783,4597200.,7915463.67251137,33399901.5013581 
 06/20  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/21  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/21  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/21  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/21  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/21  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 06/21  06:00:00,273038035.525214,273038035.525214,4597200.,13460971.0402478,55180531.8783121 
 06/21  07:00:00,309384210.054281,309384210.054281,4597200.,34963392.6213603,95796493.4167736 
 06/21  08:00:00,490952857.539161,490952857.539161,4597200.,98129817.9784738,204227663.759169 
 06/21  09:00:00,487747540.65194,487747540.65194,4597200.,96660690.5880898,174055806.616312 
 06/21  10:00:00,491563236.82129,491563236.82129,4597200.,96660690.5880898,167093070.352576 
 06/21  11:00:00,513437765.229549,513437765.229549,4597200.,96660690.5880898,174055806.616312 
 06/21  12:00:00,507510475.182125,507510475.182125,9024763.75912985,96660690.5880898,177667514.306075 
 06/21  13:00:00,530228221.589871,530228221.589871,17876127.5240851,96660690.5880898,179858086.836092 
 06/21  14:00:00,511709927.00109,511709927.00109,8831078.48610804,96660690.5880898,167093070.352576 
 06/21  15:00:00,511914858.665943,511914858.665943,13011464.1442891,96999359.5112913,167093070.352576 
 06/21  16:00:00,492488093.274024,492488093.274024,13219971.2838879,96961729.6309355,177537174.74818 
 06/21  17:00:00,376532361.918552,376532361.918552,8759918.18117507,55735571.4423995,140923939.573165 
 06/21  18:00:00,277279455.598725,277279455.598725,8696932.02507972,33401809.5151402,69106004.4057846 
 06/21  19:00:00,269655597.180296,269655597.180296,4597200.,37724569.0766118,59822356.0541363 
 06/21  20:00:00,282480075.420049,282480075.420049,8659353.79567333,27302827.8427063,59822356.0541363 
 06/21  21:00:00,275546549.333603,275546549.333603,4597200.,27302827.8427063,55180531.8783121 
 06/21  22:00:00,191025853.88368,191025853.88368,4597200.,13651413.9213531,55180531.8783121 
 06/21  23:00:00,129045515.832804,129045515.832804,4597200.,6825706.96067657,55180531.8783121 
 06/21  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 06/22  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/22  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/22  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/22  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/22  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 06/22  06:00:00,279774076.043709,279774076.043709,4597200.,13216230.0394156,55180531.8783121 
 06/22  07:00:00,314084534.920498,314084534.920498,4597200.,33269983.5824781,95796493.4167736 
 06/22  08:00:00,503965127.178608,503965127.178608,4597200.,97036964.7082227,204227663.759169 
 06/22  09:00:00,472190510.658176,472190510.658176,4597200.,97112219.5322493,174055806.616312 
 06/22  10:00:00,451763454.342929,451763454.342929,4597200.,96773572.8241296,167093070.352576 
 06/22  11:00:00,452234757.853266,452234757.853266,13264386.7724333,96660690.5880898,174055806.616312 
 06/22  12:00:00,463627950.071617,463627950.071617,17884548.8103589,96660690.5880898,177667514.306075 
 06/22  13:00:00,492462794.75854,492462794.75854,17894706.3531732,96660690.5880898,179858086.836092 
 06/22  14:00:00,485588990.912167,485588990.912167,13127480.4627668,96660690.5880898,167093070.352576 
 06/22  15:00:00,517413109.524241,517413109.524241,8803477.92212105,96660690.5880898,167093070.352576 
 06/22  16:00:00,537307990.317419,537307990.317419,15517065.5600488,96660690.5880898,177537174.74818 
 06/22  17:00:00,464213501.866504,464213501.866504,10691101.8767689,53700383.6600498,140923939.573165 
 06/22  18:00:00,330493644.511351,330493644.511351,4597200.,32586696.9608181,69106004.4057846 
 06/22  19:00:00,323965673.492698,323965673.492698,8659035.69544583,35795252.5807094,59822356.0541363 
 06/22  20:00:00,330897415.738185,330897415.738185,4597200.,27302827.8427063,59822356.0541363 
 06/22  21:00:00,312089045.732692,312089045.732692,4597200.,27302827.8427063,55180531.8783121 
 06/22  22:00:00,214352549.151701,214352549.151701,4597200.,13651413.9213531,55180531.8783121 
 06/22  23:00:00,130154168.303215,130154168.303215,4597200.,6825706.96067657,55180531.8783121 
 06/22  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 06/23  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/23  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/23  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/23  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/23  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 06/23  06:00:00,291012457.227337,291012457.227337,4597200.,13216230.0394156,55180531.8783121 
 06/23  07:00:00,330588764.725465,330588764.725465,4597200.,33474916.3827385,95796493.4167736 
 06/23  08:00:00,549739787.746142,549739787.746142,4597200.,96811200.2361429,204227663.759169 
 06/23  09:00:00,509615211.510303,509615211.510303,4597200.,96660690.5880898,174055806.616312 
 06/23  10:00:00,516302231.039113,516302231.039113,4597200.,96660690.5880898,167093070.352576 
 06/23  11:00:00,525331888.240537,525331888.240537,17590836.4128143,96660690.5880898,174055806.616312 
 06/23  12:00:00,537162667.781566,537162667.781567,17954334.3971357,96660690.5880898,177667514.306075 
 06/23  13:00:00,555757602.46172,555757602.46172,13452652.9471817,96660690.5880898,179858086.836092 
 06/23  14:00:00,497119397.183305,497119397.183305,13129566.8567159,98683702.4220409,167093070.352576 
 06/23  15:00:00,497163067.06636,497163067.06636,13010589.1591952,96924099.7505798,167093070.352576 
 06/23  16:00:00,507317137.702556,507317137.702556,13220341.3750626,96660690.5880898,177537174.74818 
 06/23  17:00:00,431556688.5995,431556688.5995,8747484.59725478,53763100.1273094,140923939.573165 
 06/23  18:00:00,313869932.669169,313869932.669169,8692308.40909979,32747588.3339557,69106004.4057846 
 06/23  19:00:00,315013658.650432,315013658.650432,4597200.,36468618.770746,59822356.0541363 
 06/23  20:00:00,320244261.621145,320244261.621144,4597200.,27302827.8427063,59822356.0541363 
 06/23  21:00:00,307786923.529614,307786923.529614,4597200.,27302827.8427063,55180531.8783121 
 06/23  22:00:00,173885199.278492,173885199.278492,4597200.,13651413.9213531,55180531.8783121 
 06/23  23:00:00,138200051.578718,138200051.578718,4597200.,6825706.96067657,55180531.8783121 
 06/23  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 06/24  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/24  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/24  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/24  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/24  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 06/24  06:00:00,265695042.838462,265695042.838462,4597200.,13103653.6113218,55180531.8783121 
 06/24  07:00:00,305554027.73197,305554027.73197,4597200.,33210544.4614749,95796493.4167736 
 06/24  08:00:00,538813148.195466,538813148.195466,4597200.,97064772.4231791,204227663.759169 
 06/24  09:00:00,517374069.541234,517374069.541234,4597200.,96660690.5880898,174055806.616312 
 06/24  10:00:00,513104580.578689,513104580.578689,8775545.60702818,96660690.5880898,167093070.352576 
 06/24  11:00:00,555812153.717706,555812153.717706,13355540.8214733,96660690.5880898,174055806.616312 
 06/24  12:00:00,547864677.072433,547864677.072433,17941239.4150247,96660690.5880898,177667514.306075 
 06/24  13:00:00,568709500.33778,568709500.33778,17877577.27667,96660690.5880898,179858086.836092 
 06/24  14:00:00,539425982.684918,539425982.684918,8830130.90343208,96660690.5880898,167093070.352576 
 06/24  15:00:00,525144704.007375,525144704.007376,13008982.2414908,96811210.1095127,167093070.352576 
 06/24  16:00:00,535951439.686611,535951439.686611,13211484.9576236,96660690.5880898,177537174.74818 
 06/24  17:00:00,392596825.518706,392596825.518706,8759421.74058786,53942460.2848056,140923939.573165 
 06/24  18:00:00,286876341.797596,286876341.797596,8693471.20370999,33122039.8999962,69106004.4057846 
 06/24  19:00:00,288376747.282641,288376747.282641,4597200.,37336632.3069202,59822356.0541363 
 06/24  20:00:00,319880645.200974,319880645.200974,8664561.18097752,27302827.8427063,59822356.0541363 
 06/24  21:00:00,303731592.526881,303731592.526881,4597200.,27302827.8427063,55180531.8783121 
 06/24  22:00:00,196991777.042367,196991777.042367,4597200.,13651413.9213531,55180531.8783121 
 06/24  23:00:00,128744181.907753,128744181.907753,4597200.,6825706.96067657,55180531.8783121 
 06/24  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 06/25  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/25  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/25  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/25  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 06/25  05:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 06/25  06:00:00,267104635.808099,267104635.808099,4597200.,13216230.0394156,55180531.8783121 
 06/25  07:00:00,309071842.615308,309071842.615308,4597200.,33574456.9831067,95796493.4167736 
 06/25  08:00:00,522852054.843993,522852054.843993,4597200.,96945894.1811727,204227663.759169 
 06/25  09:00:00,504400954.261567,504400954.261567,4597200.,96660690.5880898,174055806.616312 
 06/25  10:00:00,483203015.199597,483203015.199597,4597200.,96660690.5880898,167093070.352576 
 06/25  11:00:00,526244912.326464,526244912.326464,13239665.8246127,96660690.5880898,174055806.616312 
 06/25  12:00:00,533483562.583202,533483562.583202,17889229.907141,96660690.5880898,177667514.306075 
 06/25  13:00:00,578277507.406101,578277507.406101,17890727.3450011,96660690.5880898,179858086.836092 
 06/25  14:00:00,547151474.457283,547151474.457283,13100803.2442641,96660690.5880898,167093070.352576 
 06/25  15:00:00,556148067.108951,556148067.108951,8800416.60187389,96660690.5880898,167093070.352576 
 06/25  16:00:00,566680307.18506,566680307.18506,14831902.6832504,96660690.5880898,177537174.74818 
 06/25  17:00:00,451335425.867251,451335425.867251,11342856.469431,53763100.1273094,140923939.573165 
 06/25  18:00:00,331378303.859565,331378303.859565,4597200.,33443188.5321583,69106004.4057846 
 06/25  19:00:00,308609853.437401,308609853.437401,8642858.84285365,38531281.1651575,59822356.0541363 
 06/25  20:00:00,326896731.871709,326896731.871709,4597200.,27302827.8427063,59822356.0541363 
 06/25  21:00:00,317364395.625857,317364395.625857,4597200.,27302827.8427063,55180531.8783121 
 06/25  22:00:00,210723185.498604,210723185.498604,4597200.,13651413.9213531,55180531.8783121 
 06/25  23:00:00,128770913.16222,128770913.16222,4597200.,6825706.96067657,55180531.8783121 
 06/25  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 06/26  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/26  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/26  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/26  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/26  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/26  06:00:00,283646523.001715,283646523.001715,4597200.,13042581.1572445,55180531.8783121 
 06/26  07:00:00,283326809.008907,283326809.008907,4597200.,11048611.146488,73747828.5816088 
 06/26  08:00:00,341868239.835311,341868239.835311,4597200.,32295485.0200565,85222049.4632748 
 06/26  09:00:00,360708436.380569,360708436.380569,4597200.,32220230.1960299,93345241.7709671 
 06/26  10:00:00,363703303.732452,363703303.732452,4597200.,32220230.1960299,89863873.6390989 
 06/26  11:00:00,382006965.310481,382006965.310481,4597200.,32220230.1960299,97987065.9467912 
 06/26  12:00:00,318952990.06069,318952990.06069,4597200.,16110115.098015,72652542.3166 
 06/26  13:00:00,313008063.922816,313008063.922816,4597200.,16110115.098015,63368893.9649517 
 06/26  14:00:00,283569504.571866,283569504.571866,4597200.,16128930.0381928,57566613.7451715 
 06/26  15:00:00,254453647.240412,254453647.240412,4597200.,16110115.098015,52924789.5693473 
 06/26  16:00:00,260334032.00247,260334032.00247,4597200.,16116386.7447409,54085245.6133033 
 06/26  17:00:00,251048158.897543,251048158.897543,4597200.,5384672.20836554,48348135.1724704 
 06/26  18:00:00,122446586.463538,122446586.463538,4597200.,5457052.46456438,41385398.9087341 
 06/26  19:00:00,173341493.263801,173341493.263801,4597200.,7186979.34720644,33399901.5013581 
 06/26  20:00:00,151324196.043787,151324196.043787,4597200.,7915463.67251137,33399901.5013581 
 06/26  21:00:00,182293193.076006,182293193.076006,4597200.,7915463.67251137,33399901.5013581 
 06/26  22:00:00,184532095.020792,184532095.020792,4597200.,7915463.67251137,33399901.5013581 
 06/26  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/26  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/27  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/27  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/27  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/27  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/27  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 06/27  06:00:00,63689160.6063804,63689160.6063804,4597200.,6703337.59121544,41385398.9087341 
 06/27  07:00:00,130817051.840541,130817051.840541,4597200.,5661849.89764527,41385398.9087341 
 06/27  08:00:00,185452495.428115,185452495.428115,4597200.,5400849.00395735,41385398.9087341 
 06/27  09:00:00,206678750.717627,206678750.717627,4597200.,5370038.36600498,41385398.9087341 
 06/27  10:00:00,169101321.532784,169101321.532784,4597200.,5370038.36600498,41385398.9087341 
 06/27  11:00:00,216963880.875021,216963880.875021,4597200.,5370038.36600498,41385398.9087341 
 06/27  12:00:00,228810839.193491,228810839.193491,4597200.,5370038.36600498,41385398.9087341 
 06/27  13:00:00,164236289.296768,164236289.296768,4597200.,5370038.36600498,41385398.9087341 
 06/27  14:00:00,179757740.726428,179757740.726428,4597200.,5370038.36600498,41385398.9087341 
 06/27  15:00:00,179357525.780432,179357525.780432,4597200.,5370038.36600498,41385398.9087341 
 06/27  16:00:00,180608842.009191,180608842.009191,4597200.,5370038.36600498,41385398.9087341 
 06/27  17:00:00,200171106.558972,200171106.558972,4597200.,5376310.01273094,41385398.9087341 
 06/27  18:00:00,199828146.920173,199828146.920172,4597200.,6297225.72263343,33399901.5013581 
 06/27  19:00:00,163880152.670931,163880152.670931,4597200.,6918355.93204961,33399901.5013581 
 06/27  20:00:00,162396831.71702,162396831.71702,4597200.,7915463.67251137,33399901.5013581 
 06/27  21:00:00,155226535.171635,155226535.171635,4597200.,7915463.67251137,33399901.5013581 
 06/27  22:00:00,135914487.556584,135914487.556584,4597200.,7915463.67251137,33399901.5013581 
 06/27  23:00:00,156136976.390809,156136976.390809,4597200.,7915463.67251137,33399901.5013581 
 06/27  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
